Frame,Time,Arena 1 ROI 1 Mean,Arena 1 ROI 1 Sum,Arena 1 ROI 2 Mean,Arena 1 ROI 2 Sum,Arena 1 ROI 3 Mean,Arena 1 ROI 3 Sum
2096,69.86666666666666,175.02150208282285,8571153,188.7020550193684,8622363,200.06182271770484,7698579
2097,69.9,175.03001715265867,8571570,188.67382312389205,8621073,200.10680595618618,7700310
2098,69.93333333333334,175.00159274687576,8570178,188.5832184360843,8616933,199.99430887970686,7695981
2099,69.96666666666667,175.0869884832149,8574360,188.68807038277197,8621724,200.14001715132144,7701588
2100,70.0,175.073756432247,8573712,188.6694898562143,8620875,200.05987370390582,7698504
2101,70.03333333333333,175.08802989463368,8574411,188.71196901057056,8622816,200.07492009043423,7699083
2102,70.06666666666666,174.9487870619946,8567592,188.59654651697196,8617542,199.9968036173696,7696077
2103,70.1,175.071551090419,8573604,188.68196441468058,8621445,200.1036095735558,7700187
2104,70.13333333333334,175.02879196275424,8571510,188.5752741120084,8616570,200.0629141654323,7698621
2105,70.16666666666667,175.0774320019603,8573892,188.67756549143195,8621244,200.1113276681999,7700484
2106,70.2,174.9765988728253,8568954,188.5803295909658,8616801,200.01808684805488,7696896
2107,70.23333333333333,175.04527076696888,8572317,188.66903026721818,8620854,200.0962033211195,7699902
2108,70.26666666666667,175.0318549375153,8571660,188.59877880638172,8617644,200.03165198409604,7697418
2109,70.3,175.11780200931145,8575869,188.70061059680913,8622297,200.0797536446558,7699269
2110,70.33333333333333,175.0616883116883,8573121,188.58939005974656,8617215,199.99555624853824,7696029
2111,70.36666666666666,175.04459691252143,8572284,188.66305561026854,8620581,200.06509706088718,7698705
2112,70.4,175.02205341827982,8571180,188.63022782483094,8619081,200.0420986980588,7697820
2113,70.43333333333334,175.05880911541288,8572980,188.7073074650384,8622603,200.09433226787246,7699830
2114,70.46666666666667,174.9253859348199,8566446,188.5858446589193,8617053,199.98370624464022,7695573
2115,70.5,175.08625336927224,8574324,188.6744796796008,8621103,200.07632338036953,7699137
2116,70.53333333333333,175.04429061504533,8572269,188.64467205042348,8619741,200.051609885398,7698186
2117,70.56666666666666,175.05298946336683,8572695,188.6578031645985,8620341,200.05948390114602,7698489
2118,70.6,174.96183533447683,8568231,188.55636530759634,8615706,200.00085756607157,7696233
2119,70.63333333333334,175.06842685616272,8573451,188.66436872168603,8620641,200.04350198799406,7697874
2120,70.66666666666667,175.06469002695417,8573268,188.59923839537785,8617665,200.021828954549,7697040
2121,70.7,175.10126194560158,8575059,188.65478300833826,8620203,200.0360957355578,7697589
2122,70.73333333333333,174.97347463856897,8568801,188.57435493401616,8616528,199.95345755047947,7694409
2123,70.76666666666667,175.0782896348934,8573934,188.66929288950166,8620866,200.0670460746862,7698780
2124,70.8,175.0599730458221,8573037,188.58597597006107,8617059,200.0010134871755,7696239
2125,70.83333333333333,175.04355550110267,8572233,188.696999540411,8622132,200.07336087939504,7699023
2126,70.86666666666666,174.9839500122519,8569314,188.58334974722607,8616939,199.97591018944414,7695273
2127,70.9,175.11051212938006,8575512,188.6650252773948,8620671,200.08622437046856,7699518
2128,70.93333333333334,175.05053908355796,8572575,188.66108594314227,8620491,200.04124113198722,7697787
2129,70.96666666666667,175.0706934574859,8573562,188.67113124548618,8620950,200.1365089264832,7701453
2130,71.0,175.0101690762068,8570598,188.54874926137484,8615358,200.01590395259998,7696812
2131,71.03333333333333,175.11872090173978,8575914,188.69962576324602,8622252,200.17385203087238,7702890
2132,71.06666666666666,175.06456750796374,8573262,188.67467664631343,8621112,200.03898027598035,7697700
2133,71.1,175.06469002695417,8573268,188.69076226117787,8621847,200.1255944492087,7701033
2134,71.13333333333334,174.9763538348444,8568942,188.61558663252578,8618412,200.02073750682155,7696998
2135,71.16666666666667,175.06622151433473,8573343,188.67329787932505,8621049,200.13635300537928,7701447
2136,71.2,175.03736829208526,8571930,188.6396165714661,8619510,200.10056911202932,7700070
2137,71.23333333333333,175.11872090173978,8575914,188.6547173527674,8620200,200.1214625399548,7700874
2138,71.26666666666667,175.01139426611124,8570658,188.59608692797585,8617521,200.0548062680284,7698309
2139,71.3,175.1278485665278,8576361,188.67415140174643,8621088,200.11397832696656,7700586
2140,71.33333333333333,175.02811810830678,8571477,188.6146674545335,8618370,200.069462851797,7698873
2141,71.36666666666666,175.05782896348933,8572932,188.68413104851948,8621544,200.1456303110626,7701804
2142,71.4,174.96177407498163,8568228,188.53542118048716,8614749,200.0444375146176,7697910
2143,71.43333333333334,175.1197010536633,8575962,188.6989035519664,8622219,200.10127075699697,7700097
2144,71.46666666666667,175.0723474638569,8573643,188.62674807957455,8618922,200.07733686754503,7699176
2145,71.5,175.08184268561627,8574108,188.6853128487952,8621598,200.13479379434006,7701387
2146,71.53333333333333,175.0067385444744,8570430,188.55899153043137,8615826,200.00031184220785,7696212
2147,71.56666666666666,175.09048027444254,8574531,188.71065589915304,8622756,200.144850705543,7701774
2148,71.6,175.05213183043372,8572653,188.70034797452564,8622285,200.09043424027442,7699680
2149,71.63333333333334,175.05060034305316,8572578,188.6591819315869,8620404,200.13159741170966,7701264
2150,71.66666666666667,174.95760842930653,8568024,188.57481452301226,8616549,200.00124736883137,7696248
2151,71.7,175.08116883116884,8574075,188.70487820891603,8622492,200.0548062680284,7698309
2152,71.73333333333333,175.00061259495223,8570130,188.61184426498588,8618241,200.0676697591019,7698804
2153,71.76666666666667,175.11688311688312,8575824,188.66371216597727,8620611,200.1628595930459,7702467
2154,71.8,174.95791472678266,8568039,188.57048125533453,8616351,200.01535822873626,7696791
2155,71.83333333333333,175.12564322469981,8576253,188.67461099074256,8621109,200.12715366024793,7701093
2156,71.86666666666666,175.07296005880912,8573673,188.65038408508963,8620002,200.0509862009823,7698162
2157,71.9,175.05844155844156,8572962,188.71702448952794,8623047,200.1128868792391,7700544
2158,71.93333333333334,175.01023033570203,8570601,188.53437069135316,8614701,200.09012239806657,7699668
2159,71.96666666666667,175.10947071796127,8575461,188.67835335828244,8621280,200.1801668355812,7703133
2160,72.0,175.04545454545453,8572326,188.65819709802378,8620359,200.09191549076166,7699737
2161,72.03333333333333,175.12117128154864,8576034,188.70960541001904,8622708,200.1601309737273,7702362
2162,72.06666666666666,174.96355060034304,8568315,188.58361236950955,8616951,200.006002962501,7696431
2163,72.1,175.08202646410194,8574117,188.6488740069595,8619933,200.0954237155999,7699872
2164,72.13333333333334,175.0461896593972,8572362,188.6504497406605,8620005,200.0839635144617,7699431
2165,72.16666666666667,175.1055501102671,8575269,188.6962116735605,8622096,200.13806813752242,7701513
2166,72.2,174.9839500122519,8569314,188.57356706716564,8616492,200.00444375146176,7696371
2167,72.23333333333333,175.07106101445723,8573580,188.67651500229795,8621196,200.17525532080768,7702944
2168,72.26666666666667,175.04802744425385,8572452,188.60672313045762,8618007,200.07944180244797,7699257
2169,72.3,175.08049497672138,8574042,188.66614142209966,8620722,200.13736649255478,7701486
2170,72.33333333333333,174.9825410438618,8569245,188.6120412316985,8618250,200.04319014578624,7697862
2171,72.36666666666666,175.07044841950503,8573550,188.7282515921476,8623560,200.13736649255478,7701486
2172,72.4,175.04269786816957,8572191,188.67986343641257,8621349,200.0986200982303,7699995
2173,72.43333333333334,175.07467532467533,8573757,188.7319939596875,8623731,200.12099477664302,7700856
2174,72.46666666666667,174.9580985052683,8568048,188.59477381655833,8617461,200.0491931082872,7698093
2175,72.5,175.07418524871355,8573733,188.63200052524456,8619162,200.15919544710377,7702326
2176,72.53333333333333,175.03179367802008,8571657,188.64394983914386,8619708,200.09604740001558,7699896
2177,72.56666666666666,175.12980887037492,8576457,188.70244895279365,8622381,200.14851485148515,7701915
2178,72.6,174.958282283754,8568057,188.567592410216,8616219,200.0648631792313,7698696
2179,72.63333333333334,175.04324920362657,8572218,188.6618081544219,8620524,200.13526155765183,7701405
2180,72.66666666666667,175.07265376133302,8573658,188.64230844987196,8619633,200.09557963670383,7699878
2181,72.7,175.1078167115903,8575380,188.7264132361631,8623476,200.23123099711546,7705098
2182,72.73333333333333,175.02670913991668,8571408,188.60101109579148,8617746,200.05620955796368,7698363
2183,72.76666666666667,175.09954667973537,8574975,188.6890552163351,8621769,200.17229281983316,7702830
2184,72.8,175.07185738789514,8573619,188.66358085483554,8620605,200.08723785764403,7699557
2185,72.83333333333333,175.11277873070327,8575623,188.66147987656754,8620509,200.1934201294145,7703643
2186,72.86666666666666,175.04716981132074,8572410,188.5744862451579,8616534,200.07016449676465,7698900
2187,72.9,175.11945601568243,8575950,188.67021206749394,8620908,200.14056287518517,7701609
2188,72.93333333333334,175.11339132565547,8575653,188.65760619788588,8620332,200.1354954393077,7701414
2189,72.96666666666667,175.1027934329821,8575134,188.73704943864487,8623962,200.11156154985576,7700493
2190,73.0,175.00925018377848,8570553,188.60304641848862,8617839,200.05956186169797,7698492
2191,73.03333333333333,175.13274932614556,8576601,188.73442321580987,8623842,200.17845170343807,7703067
2192,73.06666666666666,175.0577064444989,8572926,188.65287899678287,8620116,200.0534029780931,7698255
2193,73.1,175.09384954667973,8574696,188.68944914976035,8621787,200.12403523816948,7700973
2194,73.13333333333334,175.03412153883852,8571771,188.57350141159478,8616489,200.06041942776955,7698525
2195,73.16666666666667,175.12539818671894,8576241,188.70001969667126,8622270,200.1740079519763,7702896
2196,73.2,175.0613820142122,8573106,188.65688398660626,8620299,200.0859125282607,7699506
2197,73.23333333333333,175.1494731683411,8577420,188.68019171426695,8621364,200.14851485148515,7701915
2198,73.26666666666667,174.96747120803724,8568507,188.6385660823321,8619462,200.05090824043035,7698159
2199,73.3,175.03994119088458,8572056,188.7684984570941,8625399,200.13440399158026,7701372
2200,73.33333333333333,175.07963734378828,8574000,188.73842820563326,8624025,200.19271848444686,7703616
2201,73.36666666666666,175.12270276892917,8576109,188.74263016216926,8624217,200.12543852810478,7701027
2202,73.4,175.02180838029895,8571168,188.64204582758848,8619621,200.05550791299603,7698336
2203,73.43333333333334,175.06095319774565,8573085,188.72601930273783,8623458,200.17174709596944,7702809
2204,73.46666666666667,175.02964959568735,8571552,188.66331823255203,8620593,200.09386450456068,7699812
2205,73.5,175.09109286939474,8574561,188.75963495502594,8624994,200.10337569189988,7700178
2206,73.53333333333333,175.0129257534918,8570733,188.6181471997899,8618529,200.02783191704998,7697271
2207,73.56666666666666,175.12545944621417,8576244,188.67526754645132,8621139,200.19209480003119,7703592
2208,73.6,175.03975741239893,8572047,188.71840325651632,8623110,200.18367506041943,7703268
2209,73.63333333333334,175.08882626807156,8574450,188.72969601470686,8623626,200.17494347859983,7702932
2210,73.66666666666667,175.02493261455527,8571321,188.58847088175432,8617173,200.10345365245186,7700181
2211,73.7,175.14175447194316,8577042,188.74328671787802,8624247,200.20238559289,7703988
2212,73.73333333333333,175.0506616025484,8572581,188.6220865340424,8618709,200.0775707492009,7699185
2213,73.76666666666667,175.12000735113944,8575977,188.71334777755894,8622879,200.1569345910969,7702239
2214,73.8,175.02088948787062,8571123,188.6525507189285,8620101,200.1137444453107,7700577
2215,73.83333333333333,175.17887772604755,8578860,188.7623268334318,8625117,200.14555235051066,7701801
2216,73.86666666666666,175.10089438863025,8575041,188.7594379883133,8624985,200.07336087939504,7699023
2217,73.9,175.13918157314384,8576916,188.73507977151863,8623872,200.19256256334296,7703610
2218,73.93333333333334,174.98768684146043,8569497,188.61066246471012,8618187,200.10150463865284,7700106
2219,73.96666666666667,175.1022420975251,8575107,188.75556430963167,8624808,200.18203788882826,7703205
2220,74.0,175.05231560891937,8572662,188.71065589915304,8622756,200.10095891478912,7700085
2221,74.03333333333333,175.1188434207302,8575920,188.7293020812816,8623608,200.19677243314882,7703772
2222,74.06666666666666,174.98247978436657,8569242,188.63889436018647,8619477,200.08505496218913,7699473
2223,74.1,175.1261333006616,8576277,188.72207996848533,8623278,200.1807905199969,7703157
2224,74.13333333333334,175.10267091399166,8575128,188.68767644934672,8621706,200.09604740001558,7699896
2225,74.16666666666667,175.10653026219063,8575317,188.71190335499966,8622813,200.16145630311064,7702413
2226,74.2,175.04324920362657,8572218,188.64631343969535,8619816,200.07148982614797,7698951
2227,74.23333333333333,175.13887527566771,8576901,188.69365110629636,8621979,200.18258361269199,7703226
2228,74.26666666666667,175.07081597647635,8573568,188.6916814391701,8621889,200.08482108053326,7699464
2229,74.3,175.1007718696398,8575035,188.76245814457357,8625123,200.18819677243314,7703442
2230,74.33333333333333,175.01899044351873,8571030,188.64460639485262,8619738,200.07920792079207,7699248
2231,74.36666666666666,175.1609899534428,8577984,188.7020550193684,8622363,200.19193887892726,7703586
2232,74.4,175.0827615780446,8574153,188.6645000328278,8620647,200.13089576674201,7701237
2233,74.43333333333334,175.1619088458711,8578029,188.6813735145427,8621418,200.13923754580182,7701558
2234,74.46666666666667,174.9969370252389,8569950,188.64657606197886,8619828,200.10384345521166,7700196
2235,74.5,175.13973290860082,8576943,188.69207537259535,8621907,200.20870039759882,7704231
2236,74.53333333333333,175.06965204606715,8573511,188.64079837174185,8619564,200.1555313011616,7702185
2237,74.56666666666666,175.06573143837295,8573319,188.72864552557286,8623578,200.2355188274733,7705263
2238,74.6,174.99087233521195,8569653,188.65130326308187,8620044,200.12886879239105,7701159
2239,74.63333333333334,175.11816956628277,8575887,188.74499376272075,8624325,200.16870663444297,7702692
2240,74.66666666666667,175.03889977946582,8572005,188.70999934344428,8622726,200.1375224136587,7701492
2241,74.7,175.1236216613575,8576154,188.73146871512049,8623707,200.15670070944103,7702230
2242,74.73333333333333,175.00214408233276,8570205,188.62858643555904,8619006,200.09199345131364,7699740
2243,74.76666666666667,175.15106591521686,8577498,188.72411529118244,8623371,200.1680829500273,7702668
2244,74.8,175.07724822347464,8573883,188.73613026065263,8623920,200.13627504482733,7701444
2245,74.83333333333333,175.13054398431757,8576493,188.76199855557743,8625102,200.28206127699383,7707054
2246,74.86666666666666,175.07816711590297,8573928,188.6552425973344,8620224,200.1400951118734,7701591
2247,74.9,175.12227395246262,8576088,188.77250344691748,8625582,200.23583066968115,7705275
2248,74.93333333333334,175.1329331046312,8576610,188.7113124548618,8622786,200.126997739144,7701087
2249,74.96666666666667,175.17832639059054,8578833,188.76042282187643,8625030,200.20792079207922,7704201
2250,75.0,175.0118230825778,8570679,188.65163154093625,8620059,200.16683558119593,7702620
2251,75.03333333333333,175.18616760597894,8579217,188.78123563784388,8625981,200.18913229905667,7703478
2252,75.06666666666666,175.10714285714286,8575347,188.69319151730025,8621958,200.20269743509783,7704000
2253,75.1,175.08398676794903,8574213,188.77276606920097,8625594,200.26740469322522,7706490
2254,75.13333333333334,175.03675569713306,8571900,188.65793447574026,8620347,200.08599048881266,7699509
2255,75.16666666666667,175.10463121783877,8575224,188.79817477512967,8626755,200.19529118266158,7703715
2256,75.2,175.05844155844156,8572962,188.70474689777427,8622486,200.18367506041943,7703268
2257,75.23333333333333,175.14886057338887,8577390,188.76981156851159,8625459,200.21376783347625,7704426
2258,75.26666666666667,175.0605243812791,8573064,188.6260915238658,8618892,200.13307866219694,7701321
2259,75.3,175.1038961038961,8575188,188.74341802901975,8624253,200.1986434863959,7703844
2260,75.33333333333333,175.06726292575348,8573394,188.63889436018647,8619477,200.16184610587044,7702428
2261,75.36666666666666,175.10665278118108,8575323,188.68997439432735,8621811,200.18515631090668,7703325
2262,75.4,174.99626317079148,8569917,188.6443437725691,8619726,200.10610431121853,7700283
2263,75.43333333333334,175.09930164175447,8574963,188.7287768367146,8623584,200.11218523427146,7700517
2264,75.46666666666667,175.09127664788042,8574570,188.68248965924758,8621469,200.16621189678023,7702596
2265,75.5,175.13048272482234,8576490,188.77414483618935,8625657,200.1910813128557,7703553
2266,75.53333333333333,175.03565302621905,8571846,188.63620248178057,8619354,200.1045451001793,7700223
2267,75.56666666666666,175.1185371232541,8575905,188.77808417044187,8625837,200.20838855539097,7704219
2268,75.6,175.0858245528057,8574303,188.72260521305233,8623302,200.17237078038514,7702833
2269,75.63333333333334,175.1699950992404,8578425,188.8208916026525,8627793,200.25430732049583,7705986
2270,75.66666666666667,175.02891448174466,8571516,188.65550521961788,8620236,200.11163951040774,7700496
2271,75.7,175.11676059789266,8575818,188.74453417372465,8624304,200.2470569891635,7705707
2272,75.73333333333333,175.08704974271012,8574363,188.73993828376337,8624094,200.18577999532238,7703349
2273,75.76666666666667,175.1525974025974,8577573,188.74840785240627,8624481,200.24846027909877,7705761
2274,75.8,175.06456750796374,8573262,188.65182850764887,8620068,200.08895298978717,7699623
2275,75.83333333333333,175.11032835089438,8575503,188.75188759766266,8624640,200.22585171903017,7704891
2276,75.86666666666666,175.09476843910807,8574741,188.7065852537588,8622570,200.14617603492633,7701825
2277,75.9,175.2099975496202,8580384,188.83776508436742,8628564,200.23279020815468,7705158
2278,75.93333333333334,175.03277382994364,8571705,188.64335893900596,8619681,200.11834411787635,7700754
2279,75.96666666666667,175.14647145307524,8577273,188.78464972752937,8626137,200.24799251578702,7705743
2280,76.0,175.10604018622885,8575293,188.6972621626945,8622144,200.17081156934591,7702773
2281,76.03333333333333,175.1444498897329,8577174,188.79318495174314,8626527,200.2362984329929,7705293
2282,76.06666666666666,175.0253001715266,8571339,188.6771715580067,8621226,200.07967568410385,7699266
2283,76.1,175.0191742220044,8571039,188.66988378963956,8620893,200.11842207842832,7700757
2284,76.13333333333334,174.98437882871846,8569335,188.58755170376207,8617131,200.03461448507056,7697532
2285,76.16666666666667,173.26733643714775,8485248,186.87715842689252,8538978,198.25103297731349,7628898
2286,76.2,171.7030139671649,8408640,185.29991464775787,8466909,196.73220550401496,7570452
2287,76.23333333333333,171.71244792942906,8409102,185.31422756220866,8467563,196.74327590239338,7570878
2288,76.26666666666667,171.4679000245038,8397126,184.9465563653076,8450763,196.38871131207608,7557234
2289,76.3,172.84384954667973,8464509,186.41448361893507,8517837,197.857176268808,7613742
2290,76.33333333333333,174.39261210487626,8540355,188.02685312848794,8591511,199.43735869649956,7674549
2291,76.36666666666666,174.85285469247734,8562894,188.4631343969536,8611446,199.96328058002652,7694787
2292,76.4,174.79037000735113,8559834,188.430831856083,8609970,199.9111249707648,7692780
2293,76.43333333333334,174.8989218328841,8565150,188.5006237279233,8613159,199.97014110859905,7695051
2294,76.46666666666667,174.76641754471945,8558661,188.35362090473376,8606442,199.79886177594136,7688460
2295,76.5,174.9250796373438,8566431,188.54014838159017,8614965,199.9617213689873,7694727
2296,76.53333333333333,174.91197010536632,8565789,188.48644212461429,8612511,199.90855227255008,7692681
2297,76.56666666666666,174.94388630237688,8567352,188.57409231173264,8616516,200.0083417790598,7696521
2298,76.6,174.84783141386916,8562648,188.44829623793578,8610768,199.8878927262805,7691886
2299,76.63333333333334,174.96128399901986,8568204,188.59030923773884,8617257,199.9992203944804,7696170
2300,76.66666666666667,174.9076819407008,8565579,188.49392685969406,8612853,199.94753254853043,7694181
2301,76.7,174.9881769174222,8569521,188.57363272273653,8616495,200.0228424417245,7697079
2302,76.73333333333333,174.87006861063466,8563737,188.45302343903882,8610984,199.8841506197864,7691742
2303,76.76666666666667,174.97941680960548,8569092,188.56608233208587,8616150,200.0204256646137,7696986
2304,76.8,174.93255329576084,8566797,188.53332020221916,8614653,199.9581351835971,7694589
2305,76.83333333333333,174.9588948787062,8568087,188.51132558597598,8613648,200.00966710844313,7696572
2306,76.86666666666666,174.85101690762068,8562804,188.4689120871906,8611710,199.93864504560693,7693839
2307,76.9,174.96036510659152,8568159,188.5829558138008,8616921,200.06798160130973,7698816
2308,76.93333333333334,174.93206321979906,8566773,188.51171951940123,8613666,199.97614407110004,7695282
2309,76.96666666666667,174.93984317569223,8567154,188.52222441074125,8614146,200.0351602089343,7697553
2310,77.0,174.82718696397941,8561637,188.46799290919836,8611668,199.90940983862166,7692714
2311,77.03333333333333,174.9557706444499,8567934,188.58906178189218,8617200,200.0331332345833,7697475
2312,77.06666666666666,174.87938005390836,8564193,188.53995141487755,8614956,199.92578155453342,7693344
2313,77.1,174.93782161234992,8567055,188.58131442452893,8616846,200.00725033133236,7696479
2314,77.13333333333334,174.87539818671894,8563998,188.45578097301555,8611110,199.93841116395103,7693830
2315,77.16666666666667,174.9265498652291,8566503,188.54395640470094,8615139,200.0065486863647,7696452
2316,77.2,174.96906395491303,8568585,188.52045171032762,8614065,199.95836906525298,7694598
2317,77.23333333333333,174.95227885322225,8567763,188.5949051277001,8617467,199.98643486395883,7695678
2318,77.26666666666667,174.85965449644695,8563227,188.47061913203336,8611788,199.87292430030405,7691310
2319,77.3,174.9811320754717,8569176,188.55065327293022,8615445,199.99064473376473,7695840
2320,77.33333333333333,174.95178877726048,8567739,188.5154618869411,8613837,199.97092071411865,7695081
2321,77.36666666666666,174.98211222739525,8569224,188.58840522618345,8617170,200.05316909643722,7698246
2322,77.4,174.91687086498408,8566029,188.41100387367868,8609064,199.9160364855383,7692969
2323,77.43333333333334,174.91619701053662,8565996,188.56726413236163,8616204,200.0081078974039,7696512
2324,77.46666666666667,174.9789267336437,8569068,188.55065327293022,8615445,199.96577531768924,7694883
2325,77.5,174.95442293555502,8567868,188.5949051277001,8617467,200.00046776331178,7696218
2326,77.53333333333333,174.84133790737565,8562330,188.4242006434246,8609667,199.94870195680986,7694226
2327,77.56666666666666,174.96446949277137,8568360,188.5498654060797,8615409,200.0438138302019,7697886
2328,77.6,174.93886302376868,8567106,188.5093559188497,8613558,199.9370858345677,7693779
2329,77.63333333333334,174.95031854937514,8567667,188.5734357560239,8616486,199.99555624853824,7696029
2330,77.66666666666667,174.80923793187944,8560758,188.46293743024097,8611437,199.90894207530988,7692696
2331,77.7,174.9287552070571,8566611,188.54638566082332,8615250,200.03999376315585,7697739
2332,77.73333333333333,174.91729968145063,8566050,188.51342656424399,8613744,199.96873781866375,7694997
2333,77.76666666666667,174.95926243567752,8568105,188.54507254940583,8615190,199.9793404537304,7695405
2334,77.8,174.80819652046068,8560707,188.44015494714728,8610396,199.93365557028145,7693647
2335,77.83333333333333,174.94210977701545,8567265,188.57172871118115,8616408,200.04178685585094,7697808
2336,77.86666666666666,174.85493751531487,8562996,188.54605738296894,8615235,199.92882201605988,7693461
2337,77.9,174.94223229600587,8567271,188.6136826209704,8618325,200.03921415763622,7697709
2338,77.93333333333334,174.83674344523402,8562105,188.46234653010308,8611410,199.9151009589148,7692933
2339,77.96666666666667,174.97463856897818,8568858,188.521830477316,8614128,200.03438060341466,7697523
2340,78.0,174.92440578289634,8566398,188.49418948197754,8612865,199.95642005145396,7694523
2341,78.03333333333333,174.97359715755942,8568807,188.5429715711378,8615094,200.02058158571762,7696992
2342,78.06666666666666,174.82614555256066,8561586,188.37942354408773,8607621,199.90894207530988,7692696
2343,78.1,174.93788287184515,8567058,188.5808548355328,8616825,200.04264442192252,7697841
2344,78.13333333333334,174.91527811810832,8565951,188.478169522684,8612133,199.93872300615888,7693842
2345,78.16666666666667,174.93935309973045,8567130,188.55170376206422,8615493,199.96858189755983,7694991
2346,78.2,174.84054153393777,8562291,188.45282647232617,8610975,199.89833944024323,7692288
2347,78.23333333333333,174.9467654986523,8567493,188.515002297945,8613816,200.0295470491931,7697337
2348,78.26666666666667,174.88336192109776,8564388,188.57468321187054,8616543,199.95205426054417,7694355
2349,78.3,174.95864984072531,8568075,188.57015297748015,8616336,199.97926249317845,7695402
2350,78.33333333333333,174.85763293310464,8563128,188.47856345610924,8612151,199.91673813050596,7692996
2351,78.36666666666666,174.99712080372458,8569959,188.54172411529117,8615037,199.96959538473533,7695030
2352,78.4,174.8893653516295,8564682,188.50233077276607,8613237,199.94916972012163,7694244
2353,78.43333333333334,174.93953687821613,8567139,188.57855689055216,8616720,199.97988617759412,7695426
2354,78.46666666666667,174.84556481254594,8562537,188.46477578622546,8611521,199.9291338582677,7693473
2355,78.5,174.96385689781917,8568330,188.52629505613552,8614332,200.02674046932253,7697229
2356,78.53333333333333,174.90713060524382,8565552,188.4979975050883,8613039,199.96437202775397,7694829
2357,78.56666666666666,174.92851016907622,8566599,188.52878996782877,8614446,199.9577453808373,7694574
2358,78.6,174.84446214163196,8562483,188.43024095594512,8609943,199.91159273407655,7692798
2359,78.63333333333334,174.94743935309972,8567526,188.5689711772044,8616282,200.03562797224603,7697571
2360,78.66666666666667,174.88495466797355,8564466,188.475018055282,8611989,199.92328681687067,7693248
2361,78.7,174.87558196520462,8564007,188.5321384019434,8614599,199.93544866297654,7693716
2362,78.73333333333333,174.78528546924773,8559585,188.39583743680652,8608371,199.9218055663834,7693191
2363,78.76666666666667,174.91546189659397,8565960,188.55498654060798,8615643,200.05270133312544,7698228
2364,78.8,174.91123499142367,8565753,188.54316853785045,8615103,199.9414516254775,7693947
2365,78.83333333333333,174.87772604753738,8564112,188.56142078655373,8615937,199.94971544398535,7694265
2366,78.86666666666666,174.81799803969616,8561187,188.48407852406277,8612403,199.89296016215795,7692081
2367,78.9,174.96661357510413,8568465,188.57783467927254,8616687,199.966243081001,7694901
2368,78.93333333333334,174.8556113697623,8563029,188.52189613288687,8614131,200.0127075699696,7696689
2369,78.96666666666667,174.90222984562607,8565312,188.56299652025476,8616009,200.0105246745147,7696605
2370,79.0,174.826513109532,8561604,188.47862911168014,8612154,199.8981835191393,7692282
2371,79.03333333333333,174.942538593482,8567286,188.5784255794104,8616714,200.02331020503624,7697097
2372,79.06666666666666,174.88556726292575,8564496,188.52649202284815,8614341,199.96975130583925,7695036
2373,79.1,174.92722371967656,8566536,188.56864289935,8616267,200.02253059951664,7697067
2374,79.13333333333334,174.82810585640775,8561682,188.46024555183507,8611314,199.91892102596086,7693080
2375,79.16666666666667,174.93341092869395,8566839,188.5790164795483,8616741,200.05589771575583,7698351
2376,79.2,174.86743445234012,8563608,188.54290591556693,8615091,200.0287674436735,7697307
2377,79.23333333333333,174.93886302376868,8567106,188.60002626222834,8617701,199.9720121618461,7695123
2378,79.26666666666667,174.84587111002205,8562552,188.4475083710853,8610732,199.9129180634599,7692849
2379,79.3,174.90235236461652,8565318,188.58334974722607,8616939,200.05192172760584,7698198
2380,79.33333333333333,174.89549130115168,8564982,188.5266233339899,8614347,199.94846807515398,7694217
2381,79.36666666666666,174.96691987258026,8568480,188.55800669686823,8615781,200.03406876120684,7697511
2382,79.4,174.84985297721147,8562747,188.44573567067167,8610651,199.94862399625788,7694223
2383,79.43333333333334,174.9557706444499,8567934,188.58328409165517,8616936,200.0579246901068,7698429
2384,79.46666666666667,174.88697623131586,8564565,188.56542577637714,8616120,199.9631246589226,7694781
2385,79.5,174.94259985297722,8567289,188.5779659904143,8616693,200.03048257581665,7697373
2386,79.53333333333333,174.83649840725312,8562093,188.4591294071302,8611263,199.91970063148048,7693110
2387,79.56666666666666,174.96937025238913,8568600,188.57941041297354,8616759,200.04280034302644,7697847
2388,79.6,174.941435922568,8567232,188.57934475740265,8616756,199.9577453808373,7694574
2389,79.63333333333334,174.92128154864005,8566245,188.62221784518417,8618715,200.00841973961175,7696524
2390,79.66666666666667,174.78589806419996,8559615,188.47265445473047,8611881,199.91322990566772,7692861
2391,79.7,174.9465204606714,8567481,188.59818790624385,8617617,200.09854213767832,7699992
2392,79.73333333333333,174.81303602058318,8560944,188.5369312586173,8614818,199.99282762921962,7695924
2393,79.76666666666667,174.90302621906395,8565351,188.57941041297354,8616759,200.01941217743823,7696947
2394,79.8,174.80678755207057,8560638,188.43792265773752,8610294,199.91120293131675,7692783
2395,79.83333333333333,174.89935064935065,8565171,188.56161775326638,8615946,200.02097138847742,7697007
2396,79.86666666666666,174.82455280568487,8561508,188.50416912875056,8613321,199.99313947142747,7695936
2397,79.9,174.8902229845626,8564724,188.54953712822532,8615394,200.0083417790598,7696521
2398,79.93333333333334,174.81027934329822,8560809,188.51506795351585,8613819,199.92235129024712,7693212
2399,79.96666666666667,174.90829453565303,8565609,188.5959556168341,8617515,200.04888126607938,7698081
